LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5633542212374603
Amygdala;DICE;STD;0.05093194284068456
Amygdala;HDRFDST;MEAN;12.154198727794853
Amygdala;HDRFDST;STD;1.2943930180860668
GreyMatter;DICE;MEAN;0.7150862502469527
GreyMatter;DICE;STD;0.01290546536999505
GreyMatter;HDRFDST;MEAN;2.454623239615215
GreyMatter;HDRFDST;STD;0.41812049882887575
Hippocampus;DICE;MEAN;0.5571932045139554
Hippocampus;DICE;STD;0.030205133113444096
Hippocampus;HDRFDST;MEAN;11.60752794656155
Hippocampus;HDRFDST;STD;1.927510044018602
Thalamus;DICE;MEAN;0.7535648679785638
Thalamus;DICE;STD;0.03220621472137132
Thalamus;HDRFDST;MEAN;12.058922413490881
Thalamus;HDRFDST;STD;3.76595143694223
WhiteMatter;DICE;MEAN;0.8281710203785868
WhiteMatter;DICE;STD;0.01840726895216595
WhiteMatter;HDRFDST;MEAN;2.3462768057153407
WhiteMatter;HDRFDST;STD;0.4415712297718419
