Amygdala;Amygdala-PP;GreyMatter;GreyMatter-PP;Hippocampus;Hippocampus-PP;Thalamus;Thalamus-PP;WhiteMatter;WhiteMatter-PP
0.052550072;0.045454855;0.008469046;0.008753791;0.021900714;0.028436323;0.032515316;0.031742011;0.020145187;0.014825903
0.024784042;0.024994615;0.008381829;0.010139008;0.047645504;0.053641376;0.022956394;0.026559999;0.020751672;0.014992163
0.031789365;0.040678263;0.00943615;0.012708177;0.059101196;0.071635322;0.024426904;0.025304407;0.012731738;0.008046777
0.028589812;0.027943073;0.008587577;0.011629578;0.034261096;0.046802964;0.018189336;0.019417716;0.016389446;0.012171557
0.023833093;0.03383574;0.006114554;0.007774164;0.057185442;0.073547942;0.024089536;0.022770461;0.009758088;0.006405415
