LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.615229733226571
Amygdala;DICE;STD;0.07797973502889848
Amygdala;HDRFDST;MEAN;9.820118070129551
Amygdala;HDRFDST;STD;3.386042097894688
GreyMatter;DICE;MEAN;0.7147601036550747
GreyMatter;DICE;STD;0.013481047968043414
GreyMatter;HDRFDST;MEAN;2.88208129661648
GreyMatter;HDRFDST;STD;0.8908464512436858
Hippocampus;DICE;MEAN;0.6064899422764581
Hippocampus;DICE;STD;0.07168556032996272
Hippocampus;HDRFDST;MEAN;8.934415365748277
Hippocampus;HDRFDST;STD;4.180457160680046
Thalamus;DICE;MEAN;0.7768152477391391
Thalamus;DICE;STD;0.042400553680659266
Thalamus;HDRFDST;MEAN;9.583877675512486
Thalamus;HDRFDST;STD;5.243976420695783
WhiteMatter;DICE;MEAN;0.8329651150305466
WhiteMatter;DICE;STD;0.018584333102683502
WhiteMatter;HDRFDST;MEAN;2.4777082540867914
WhiteMatter;HDRFDST;STD;0.33310930282743817
