LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5570361131665964
Amygdala;DICE;STD;0.04967787856868677
Amygdala;HDRFDST;MEAN;12.405761597359126
Amygdala;HDRFDST;STD;1.3217712319042152
GreyMatter;DICE;MEAN;0.7179930495637891
GreyMatter;DICE;STD;0.01073359574170605
GreyMatter;HDRFDST;MEAN;2.342125880741662
GreyMatter;HDRFDST;STD;0.3382992148381272
Hippocampus;DICE;MEAN;0.5476853157199446
Hippocampus;DICE;STD;0.02448718880483866
Hippocampus;HDRFDST;MEAN;12.4133093387583
Hippocampus;HDRFDST;STD;1.2082016637532216
Thalamus;DICE;MEAN;0.7490573250925173
Thalamus;DICE;STD;0.030944610709603852
Thalamus;HDRFDST;MEAN;14.217852541648407
Thalamus;HDRFDST;STD;1.4327138946565587
WhiteMatter;DICE;MEAN;0.826758684166865
WhiteMatter;DICE;STD;0.018637264385753086
WhiteMatter;HDRFDST;MEAN;2.3714776642118864
WhiteMatter;HDRFDST;STD;0.419635184587917
