LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4115302224937414
Amygdala;DICE;STD;0.03741434589479478
Amygdala;HDRFDST;MEAN;18.83538383325689
Amygdala;HDRFDST;STD;0.47782408257107356
GreyMatter;DICE;MEAN;0.7010314647050835
GreyMatter;DICE;STD;0.0009738246087587776
GreyMatter;HDRFDST;MEAN;3.8724266775621095
GreyMatter;HDRFDST;STD;0.7101490173937302
Hippocampus;DICE;MEAN;0.38705399121772444
Hippocampus;DICE;STD;0.016292595117861075
Hippocampus;HDRFDST;MEAN;21.095023109728988
Hippocampus;HDRFDST;STD;0.0
Thalamus;DICE;MEAN;0.7160863618293433
Thalamus;DICE;STD;0.011944604485573107
Thalamus;HDRFDST;MEAN;13.04238575203191
Thalamus;HDRFDST;STD;3.9870006138944927
WhiteMatter;DICE;MEAN;0.8063150967710406
WhiteMatter;DICE;STD;0.004051537868017652
WhiteMatter;HDRFDST;MEAN;3.3839144678161843
WhiteMatter;HDRFDST;STD;0.2216368076478048
