LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5830170084773135
Amygdala;DICE;STD;0.06170300479409522
Amygdala;HDRFDST;MEAN;9.97314995129185
Amygdala;HDRFDST;STD;2.070333318344499
GreyMatter;DICE;MEAN;0.715534858566367
GreyMatter;DICE;STD;0.014269523381328857
GreyMatter;HDRFDST;MEAN;2.9252628025665044
GreyMatter;HDRFDST;STD;0.7699594378412156
Hippocampus;DICE;MEAN;0.5975283136649572
Hippocampus;DICE;STD;0.08522200779999588
Hippocampus;HDRFDST;MEAN;8.891052021448951
Hippocampus;HDRFDST;STD;3.114352894565503
Thalamus;DICE;MEAN;0.7827779535462126
Thalamus;DICE;STD;0.035114908592503116
Thalamus;HDRFDST;MEAN;7.050010772232033
Thalamus;HDRFDST;STD;3.5982423641845296
WhiteMatter;DICE;MEAN;0.8412512300987401
WhiteMatter;DICE;STD;0.012311149589852601
WhiteMatter;HDRFDST;MEAN;2.532587103088312
WhiteMatter;HDRFDST;STD;0.36878525630880044
