LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6425330420979174
Amygdala;DICE;STD;0.10085510991255443
Amygdala;HDRFDST;MEAN;8.247709113432702
Amygdala;HDRFDST;STD;4.524963467277846
GreyMatter;DICE;MEAN;0.632790203877441
GreyMatter;DICE;STD;0.10082099881305004
GreyMatter;HDRFDST;MEAN;11.210197972140271
GreyMatter;HDRFDST;STD;9.37717768976477
Hippocampus;DICE;MEAN;0.6456588130957106
Hippocampus;DICE;STD;0.10900396323564288
Hippocampus;HDRFDST;MEAN;8.157477325474861
Hippocampus;HDRFDST;STD;4.960399548863328
Thalamus;DICE;MEAN;0.7963815398319862
Thalamus;DICE;STD;0.05580331721647066
Thalamus;HDRFDST;MEAN;8.809335547547196
Thalamus;HDRFDST;STD;5.991294285104127
WhiteMatter;DICE;MEAN;0.8199891705502468
WhiteMatter;DICE;STD;0.015574029958947423
WhiteMatter;HDRFDST;MEAN;4.416872700196793
WhiteMatter;HDRFDST;STD;1.7581909879920035
