LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6223266590328267
Amygdala;DICE;STD;0.0846490938422821
Amygdala;HDRFDST;MEAN;10.208411336639905
Amygdala;HDRFDST;STD;2.9475986806147585
GreyMatter;DICE;MEAN;0.6652819295045782
GreyMatter;DICE;STD;0.07203130335415658
GreyMatter;HDRFDST;MEAN;5.501707469380966
GreyMatter;HDRFDST;STD;3.5959998500219235
Hippocampus;DICE;MEAN;0.6134581784216601
Hippocampus;DICE;STD;0.07802464776532705
Hippocampus;HDRFDST;MEAN;8.933505685101576
Hippocampus;HDRFDST;STD;4.188373929612517
Thalamus;DICE;MEAN;0.7871179150540115
Thalamus;DICE;STD;0.048577411791659225
Thalamus;HDRFDST;MEAN;9.224772840779057
Thalamus;HDRFDST;STD;5.581537963323828
WhiteMatter;DICE;MEAN;0.8295575284270337
WhiteMatter;DICE;STD;0.015363891712531113
WhiteMatter;HDRFDST;MEAN;2.2609032427095377
WhiteMatter;HDRFDST;STD;0.5369511403335462
