LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5944839330557943
Amygdala;DICE;STD;0.07151836190942554
Amygdala;HDRFDST;MEAN;8.596312500737703
Amygdala;HDRFDST;STD;2.9838584734636338
GreyMatter;DICE;MEAN;0.7131079975647909
GreyMatter;DICE;STD;0.013955198741096665
GreyMatter;HDRFDST;MEAN;2.9496187456512
GreyMatter;HDRFDST;STD;0.8658806241642322
Hippocampus;DICE;MEAN;0.5998573984097125
Hippocampus;DICE;STD;0.07674694620423808
Hippocampus;HDRFDST;MEAN;9.948437955325733
Hippocampus;HDRFDST;STD;4.269494378616084
Thalamus;DICE;MEAN;0.773704680753809
Thalamus;DICE;STD;0.03274565237739926
Thalamus;HDRFDST;MEAN;10.620718986360009
Thalamus;HDRFDST;STD;4.949780622691476
WhiteMatter;DICE;MEAN;0.8350902410618948
WhiteMatter;DICE;STD;0.015352484497071973
WhiteMatter;HDRFDST;MEAN;2.384763490168808
WhiteMatter;HDRFDST;STD;0.25080489619998164
