LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6243783304788378
Amygdala;DICE;STD;0.08525826909868262
Amygdala;HDRFDST;MEAN;10.083373387878215
Amygdala;HDRFDST;STD;2.9959274224569263
GreyMatter;DICE;MEAN;0.6212154205141863
GreyMatter;DICE;STD;0.10508788255184484
GreyMatter;HDRFDST;MEAN;6.313735830889544
GreyMatter;HDRFDST;STD;4.264591405720075
Hippocampus;DICE;MEAN;0.6255010575041956
Hippocampus;DICE;STD;0.08816612258741331
Hippocampus;HDRFDST;MEAN;9.008905009901714
Hippocampus;HDRFDST;STD;4.121847949957373
Thalamus;DICE;MEAN;0.776747958966886
Thalamus;DICE;STD;0.042355400521995004
Thalamus;HDRFDST;MEAN;9.583250843984434
Thalamus;HDRFDST;STD;5.2498860236458125
WhiteMatter;DICE;MEAN;0.8128353348119003
WhiteMatter;DICE;STD;0.0197113823325143
WhiteMatter;HDRFDST;MEAN;2.3714776642118864
WhiteMatter;HDRFDST;STD;0.419635184587917
