LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6233745731180941
Amygdala;DICE;STD;0.08541797237472716
Amygdala;HDRFDST;MEAN;10.038318303196215
Amygdala;HDRFDST;STD;3.10357304468831
GreyMatter;DICE;MEAN;0.5864360548268962
GreyMatter;DICE;STD;0.14107393469509028
GreyMatter;HDRFDST;MEAN;8.58853367890355
GreyMatter;HDRFDST;STD;6.651096845358625
Hippocampus;DICE;MEAN;0.6137830676822092
Hippocampus;DICE;STD;0.07801640255173664
Hippocampus;HDRFDST;MEAN;8.887695055669685
Hippocampus;HDRFDST;STD;4.231888065323165
Thalamus;DICE;MEAN;0.7846230637422952
Thalamus;DICE;STD;0.04734451562320768
Thalamus;HDRFDST;MEAN;9.319619613138835
Thalamus;HDRFDST;STD;5.494969541899023
WhiteMatter;DICE;MEAN;0.8286564218362044
WhiteMatter;DICE;STD;0.014872651807210285
WhiteMatter;HDRFDST;MEAN;2.1462403578223896
WhiteMatter;HDRFDST;STD;0.627417186929414
