LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5162563498032745
Amygdala;DICE;STD;0.0768247055559687
Amygdala;HDRFDST;MEAN;15.47848022008244
Amygdala;HDRFDST;STD;2.7778859005575938
GreyMatter;DICE;MEAN;0.687427609659066
GreyMatter;DICE;STD;0.024792858857307788
GreyMatter;HDRFDST;MEAN;5.082574421522837
GreyMatter;HDRFDST;STD;2.0043545718464575
Hippocampus;DICE;MEAN;0.4218986641992382
Hippocampus;DICE;STD;0.04585132614238201
Hippocampus;HDRFDST;MEAN;17.136985628307436
Hippocampus;HDRFDST;STD;2.5736595686268218
Thalamus;DICE;MEAN;0.737478896231704
Thalamus;DICE;STD;0.03407261409363448
Thalamus;HDRFDST;MEAN;8.217645853506818
Thalamus;HDRFDST;STD;2.317390046224888
WhiteMatter;DICE;MEAN;0.8221197144620092
WhiteMatter;DICE;STD;0.015374254027138306
WhiteMatter;HDRFDST;MEAN;3.372806999986728
WhiteMatter;HDRFDST;STD;0.7239978873177251
