LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5450526469416033
Amygdala;DICE;STD;0.02377877160540476
Amygdala;HDRFDST;MEAN;11.04166831127468
Amygdala;HDRFDST;STD;1.2773256843078655
GreyMatter;DICE;MEAN;0.7194258324515074
GreyMatter;DICE;STD;0.00815367632820681
GreyMatter;HDRFDST;MEAN;2.122121862535331
GreyMatter;HDRFDST;STD;0.3108034757681757
Hippocampus;DICE;MEAN;0.5525706334652537
Hippocampus;DICE;STD;0.04859741096837981
Hippocampus;HDRFDST;MEAN;11.99647556637738
Hippocampus;HDRFDST;STD;1.756295529035614
Thalamus;DICE;MEAN;0.7647730424470398
Thalamus;DICE;STD;0.02207559281723977
Thalamus;HDRFDST;MEAN;11.51749153515691
Thalamus;HDRFDST;STD;3.4781300633514123
WhiteMatter;DICE;MEAN;0.8309511864732683
WhiteMatter;DICE;STD;0.01968606802960956
WhiteMatter;HDRFDST;MEAN;2.238901125629363
WhiteMatter;HDRFDST;STD;0.29550253747738037
