LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5457858662827602
Amygdala;DICE;STD;0.04845607814491657
Amygdala;HDRFDST;MEAN;12.35942018616616
Amygdala;HDRFDST;STD;1.4299414889387714
GreyMatter;DICE;MEAN;0.7253332847640688
GreyMatter;DICE;STD;0.008012039027490179
GreyMatter;HDRFDST;MEAN;2.0921625697782753
GreyMatter;HDRFDST;STD;0.1511812872638722
Hippocampus;DICE;MEAN;0.5523186226729565
Hippocampus;DICE;STD;0.020653284253218364
Hippocampus;HDRFDST;MEAN;13.07918041098966
Hippocampus;HDRFDST;STD;1.0173690465039813
Thalamus;DICE;MEAN;0.7546828639472525
Thalamus;DICE;STD;0.029436990075957126
Thalamus;HDRFDST;MEAN;14.235685131906271
Thalamus;HDRFDST;STD;1.4984221118305774
WhiteMatter;DICE;MEAN;0.8260159326162407
WhiteMatter;DICE;STD;0.019222805698890264
WhiteMatter;HDRFDST;MEAN;2.5477459432841494
WhiteMatter;HDRFDST;STD;0.3301372570297995
